Event_ID,Trap_ID,Site_ID,Season,Deployment_DateTime,Retrieval_DateTime,Trap_Type,Trap_Status,Sample_Validity,Officer,Notes,Created_By,Created_Date
EVT-00973,TRP-009,ST-009,2024-25,2024-12-24 00:00,2024-12-26 00:00,BG-Sentinel,Successful,Valid,T. Singh,,data_generator,2024-12-26
EVT-00974,TRP-009,ST-009,2024-25,2024-12-31 00:00,2025-01-02 00:00,BG-Sentinel,Successful,Valid,T. Singh,,data_generator,2025-01-02
EVT-00975,TRP-009,ST-009,2024-25,2025-01-07 00:00,2025-01-09 00:00,BG-Sentinel,Successful,Valid,M. Ahmed,,data_generator,2025-01-09
EVT-00976,TRP-009,ST-009,2024-25,2025-01-14 00:00,2025-01-16 00:00,BG-Sentinel,Successful,Valid,T. Singh,,data_generator,2025-01-16
EVT-00977,TRP-009,ST-009,2024-25,2025-01-21 00:00,2025-01-23 00:00,BG-Sentinel,Successful,Valid,S. O'Connell,,data_generator,2025-01-23
EVT-00978,TRP-009,ST-009,2024-25,2025-01-28 00:00,2025-01-30 00:00,BG-Sentinel,Successful,Valid,K. Wallace,,data_generator,2025-01-30
EVT-00979,TRP-009,ST-009,2024-25,2025-02-04 00:00,2025-02-06 00:00,BG-Sentinel,Successful,Valid,T. Singh,,data_generator,2025-02-06
EVT-00980,TRP-009,ST-009,2024-25,2025-02-11 00:00,2025-02-13 00:00,BG-Sentinel,Successful,Valid,T. Singh,,data_generator,2025-02-13
EVT-00981,TRP-009,ST-009,2024-25,2025-02-18 00:00,2025-02-20 00:00,BG-Sentinel,Successful,Valid,M. Ahmed,,data_generator,2025-02-20
EVT-00982,TRP-009,ST-009,2024-25,2025-02-25 00:00,2025-02-27 00:00,BG-Sentinel,Successful,Valid,M. Ahmed,,data_generator,2025-02-27
EVT-00983,TRP-009,ST-009,2024-25,2025-03-04 00:00,2025-03-06 00:00,BG-Sentinel,Successful,Valid,M. Ahmed,,data_generator,2025-03-06
EVT-00984,TRP-009,ST-009,2024-25,2025-03-11 00:00,2025-03-13 00:00,BG-Sentinel,Successful,Valid,R. Patel,,data_generator,2025-03-13
EVT-00985,TRP-009,ST-009,2024-25,2025-03-18 00:00,2025-03-20 00:00,BG-Sentinel,Successful,Valid,J. Nguyen,,data_generator,2025-03-20
EVT-00986,TRP-009,ST-009,2024-25,2025-03-25 00:00,2025-03-27 00:00,BG-Sentinel,Successful,Valid,M. Ahmed,,data_generator,2025-03-27
EVT-00987,TRP-009,ST-009,2024-25,2025-04-01 00:00,2025-04-03 00:00,BG-Sentinel,Successful,Valid,T. Singh,,data_generator,2025-04-03
EVT-00988,TRP-009,ST-009,2024-25,2025-04-08 00:00,2025-04-10 00:00,BG-Sentinel,Successful,Valid,R. Patel,,data_generator,2025-04-10
EVT-00989,TRP-009,ST-009,2024-25,2025-04-15 00:00,2025-04-17 00:00,BG-Sentinel,Successful,Valid,M. Ahmed,,data_generator,2025-04-17
EVT-00990,TRP-009,ST-009,2024-25,2025-04-22 00:00,2025-04-24 00:00,BG-Sentinel,Successful,Valid,T. Singh,,data_generator,2025-04-24
EVT-00991,TRP-010,ST-010,2024-25,2024-10-01 00:00,2024-10-03 00:00,CDC Light Trap,Successful,Valid,M. Ahmed,,data_generator,2024-10-03
EVT-00992,TRP-010,ST-010,2024-25,2024-10-08 00:00,2024-10-10 00:00,CDC Light Trap,Successful,Valid,T. Singh,,data_generator,2024-10-10
EVT-00993,TRP-010,ST-010,2024-25,2024-10-15 00:00,2024-10-17 00:00,CDC Light Trap,Failed - Equipment/Battery,Invalid,T. Singh,,data_generator,2024-10-17
EVT-00994,TRP-010,ST-010,2024-25,2024-10-22 00:00,2024-10-24 00:00,CDC Light Trap,Successful,Valid,S. O'Connell,,data_generator,2024-10-24
EVT-00995,TRP-010,ST-010,2024-25,2024-10-29 00:00,2024-10-31 00:00,CDC Light Trap,Successful,Valid,T. Singh,,data_generator,2024-10-31
EVT-00996,TRP-010,ST-010,2024-25,2024-11-05 00:00,2024-11-07 00:00,CDC Light Trap,Successful,Valid,M. Ahmed,,data_generator,2024-11-07
EVT-00997,TRP-010,ST-010,2024-25,2024-11-12 00:00,2024-11-14 00:00,CDC Light Trap,Failed - Equipment/Battery,Invalid,K. Wallace,,data_generator,2024-11-14
EVT-00998,TRP-010,ST-010,2024-25,2024-11-19 00:00,2024-11-21 00:00,CDC Light Trap,Successful,Valid,M. Ahmed,,data_generator,2024-11-21
EVT-00999,TRP-010,ST-010,2024-25,2024-11-26 00:00,2024-11-28 00:00,CDC Light Trap,Successful,Valid,J. Nguyen,,data_generator,2024-11-28
EVT-01000,TRP-010,ST-010,2024-25,2024-12-03 00:00,2024-12-05 00:00,CDC Light Trap,Successful,Valid,T. Singh,,data_generator,2024-12-05
EVT-01001,TRP-010,ST-010,2024-25,2024-12-10 00:00,2024-12-12 00:00,CDC Light Trap,Successful,Valid,K. Wallace,,data_generator,2024-12-12
EVT-01002,TRP-010,ST-010,2024-25,2024-12-17 00:00,2024-12-19 00:00,CDC Light Trap,Successful,Valid,R. Patel,,data_generator,2024-12-19
EVT-01003,TRP-010,ST-010,2024-25,2024-12-24 00:00,2024-12-26 00:00,CDC Light Trap,Successful,Valid,T. Singh,,data_generator,2024-12-26
EVT-01004,TRP-010,ST-010,2024-25,2024-12-31 00:00,2025-01-02 00:00,CDC Light Trap,Successful,Valid,M. Ahmed,,data_generator,2025-01-02
EVT-01005,TRP-010,ST-010,2024-25,2025-01-07 00:00,2025-01-09 00:00,CDC Light Trap,Partial,Valid,T. Singh,,data_generator,2025-01-09
EVT-01006,TRP-010,ST-010,2024-25,2025-01-14 00:00,2025-01-16 00:00,CDC Light Trap,Successful,Valid,S. O'Connell,,data_generator,2025-01-16
EVT-01007,TRP-010,ST-010,2024-25,2025-01-21 00:00,2025-01-23 00:00,CDC Light Trap,Partial,Valid,J. Nguyen,,data_generator,2025-01-23
EVT-01008,TRP-010,ST-010,2024-25,2025-01-28 00:00,2025-01-30 00:00,CDC Light Trap,Successful,Valid,K. Wallace,,data_generator,2025-01-30
EVT-01009,TRP-010,ST-010,2024-25,2025-02-04 00:00,2025-02-06 00:00,CDC Light Trap,Successful,Valid,J. Nguyen,,data_generator,2025-02-06
EVT-01010,TRP-010,ST-010,2024-25,2025-02-11 00:00,2025-02-13 00:00,CDC Light Trap,Successful,Valid,R. Patel,,data_generator,2025-02-13
EVT-01011,TRP-010,ST-010,2024-25,2025-02-18 00:00,2025-02-20 00:00,CDC Light Trap,Successful,Valid,J. Nguyen,,data_generator,2025-02-20
EVT-01012,TRP-010,ST-010,2024-25,2025-02-25 00:00,2025-02-27 00:00,CDC Light Trap,Successful,Valid,S. O'Connell,,data_generator,2025-02-27
EVT-01013,TRP-010,ST-010,2024-25,2025-03-04 00:00,2025-03-06 00:00,CDC Light Trap,Successful,Valid,K. Wallace,,data_generator,2025-03-06
EVT-01014,TRP-010,ST-010,2024-25,2025-03-11 00:00,2025-03-13 00:00,CDC Light Trap,Successful,Valid,S. O'Connell,,data_generator,2025-03-13
EVT-01015,TRP-010,ST-010,2024-25,2025-03-18 00:00,2025-03-20 00:00,CDC Light Trap,Successful,Valid,J. Nguyen,,data_generator,2025-03-20
EVT-01016,TRP-010,ST-010,2024-25,2025-03-25 00:00,2025-03-27 00:00,CDC Light Trap,Successful,Valid,J. Nguyen,,data_generator,2025-03-27
EVT-01017,TRP-010,ST-010,2024-25,2025-04-01 00:00,2025-04-03 00:00,CDC Light Trap,Successful,Valid,T. Singh,,data_generator,2025-04-03
EVT-01018,TRP-010,ST-010,2024-25,2025-04-08 00:00,2025-04-10 00:00,CDC Light Trap,Successful,Valid,K. Wallace,,data_generator,2025-04-10
EVT-01019,TRP-010,ST-010,2024-25,2025-04-15 00:00,2025-04-17 00:00,CDC Light Trap,Successful,Valid,T. Singh,,data_generator,2025-04-17
EVT-01020,TRP-010,ST-010,2024-25,2025-04-22 00:00,2025-04-24 00:00,CDC Light Trap,Successful,Valid,J. Nguyen,,data_generator,2025-04-24
EVT-01021,TRP-011,ST-010,2024-25,2024-10-01 00:00,2024-10-03 00:00,EVS (CO2-baited),Successful,Valid,M. Ahmed,,data_generator,2024-10-03
EVT-01022,TRP-011,ST-010,2024-25,2024-10-08 00:00,2024-10-10 00:00,EVS (CO2-baited),Successful,Valid,J. Nguyen,,data_generator,2024-10-10
EVT-01023,TRP-011,ST-010,2024-25,2024-10-15 00:00,2024-10-17 00:00,EVS (CO2-baited),Successful,Valid,K. Wallace,,data_generator,2024-10-17
EVT-01024,TRP-011,ST-010,2024-25,2024-10-22 00:00,2024-10-24 00:00,EVS (CO2-baited),Successful,Valid,S. O'Connell,,data_generator,2024-10-24
EVT-01025,TRP-011,ST-010,2024-25,2024-10-29 00:00,2024-10-31 00:00,EVS (CO2-baited),Successful,Valid,J. Nguyen,,data_generator,2024-10-31
EVT-01026,TRP-011,ST-010,2024-25,2024-11-05 00:00,2024-11-07 00:00,EVS (CO2-baited),Successful,Valid,S. O'Connell,,data_generator,2024-11-07
EVT-01027,TRP-011,ST-010,2024-25,2024-11-12 00:00,2024-11-14 00:00,EVS (CO2-baited),Successful,Valid,S. O'Connell,,data_generator,2024-11-14
EVT-01028,TRP-011,ST-010,2024-25,2024-11-19 00:00,2024-11-21 00:00,EVS (CO2-baited),Successful,Valid,T. Singh,,data_generator,2024-11-21
EVT-01029,TRP-011,ST-010,2024-25,2024-11-26 00:00,2024-11-28 00:00,EVS (CO2-baited),Successful,Valid,K. Wallace,,data_generator,2024-11-28
EVT-01030,TRP-011,ST-010,2024-25,2024-12-03 00:00,2024-12-05 00:00,EVS (CO2-baited),Successful,Valid,S. O'Connell,,data_generator,2024-12-05
EVT-01031,TRP-011,ST-010,2024-25,2024-12-10 00:00,2024-12-12 00:00,EVS (CO2-baited),Successful,Valid,K. Wallace,,data_generator,2024-12-12
EVT-01032,TRP-011,ST-010,2024-25,2024-12-17 00:00,2024-12-19 00:00,EVS (CO2-baited),Successful,Valid,K. Wallace,,data_generator,2024-12-19
EVT-01033,TRP-011,ST-010,2024-25,2024-12-24 00:00,2024-12-26 00:00,EVS (CO2-baited),Successful,Valid,K. Wallace,,data_generator,2024-12-26
EVT-01034,TRP-011,ST-010,2024-25,2024-12-31 00:00,2025-01-02 00:00,EVS (CO2-baited),Successful,Valid,K. Wallace,,data_generator,2025-01-02
EVT-01035,TRP-011,ST-010,2024-25,2025-01-07 00:00,2025-01-09 00:00,EVS (CO2-baited),Successful,Valid,R. Patel,,data_generator,2025-01-09
EVT-01036,TRP-011,ST-010,2024-25,2025-01-14 00:00,2025-01-16 00:00,EVS (CO2-baited),Missing,N/A,J. Nguyen,,data_generator,2025-01-16
EVT-01037,TRP-011,ST-010,2024-25,2025-01-21 00:00,2025-01-23 00:00,EVS (CO2-baited),Partial,Valid,T. Singh,,data_generator,2025-01-23
EVT-01038,TRP-011,ST-010,2024-25,2025-01-28 00:00,2025-01-30 00:00,EVS (CO2-baited),Successful,Valid,R. Patel,,data_generator,2025-01-30
EVT-01039,TRP-011,ST-010,2024-25,2025-02-04 00:00,2025-02-06 00:00,EVS (CO2-baited),Partial,Valid,K. Wallace,,data_generator,2025-02-06
EVT-01040,TRP-011,ST-010,2024-25,2025-02-11 00:00,2025-02-13 00:00,EVS (CO2-baited),Successful,Valid,R. Patel,,data_generator,2025-02-13
EVT-01041,TRP-011,ST-010,2024-25,2025-02-18 00:00,2025-02-20 00:00,EVS (CO2-baited),Failed - Equipment/Battery,Invalid,T. Singh,,data_generator,2025-02-20
EVT-01042,TRP-011,ST-010,2024-25,2025-02-25 00:00,2025-02-27 00:00,EVS (CO2-baited),Successful,Valid,T. Singh,,data_generator,2025-02-27
EVT-01043,TRP-011,ST-010,2024-25,2025-03-04 00:00,2025-03-06 00:00,EVS (CO2-baited),Successful,Valid,T. Singh,,data_generator,2025-03-06
EVT-01044,TRP-011,ST-010,2024-25,2025-03-11 00:00,2025-03-13 00:00,EVS (CO2-baited),Missing,N/A,M. Ahmed,,data_generator,2025-03-13
EVT-01045,TRP-011,ST-010,2024-25,2025-03-18 00:00,2025-03-20 00:00,EVS (CO2-baited),Successful,Valid,T. Singh,,data_generator,2025-03-20
EVT-01046,TRP-011,ST-010,2024-25,2025-03-25 00:00,2025-03-27 00:00,EVS (CO2-baited),Successful,Valid,K. Wallace,,data_generator,2025-03-27
EVT-01047,TRP-011,ST-010,2024-25,2025-04-01 00:00,2025-04-03 00:00,EVS (CO2-baited),Successful,Valid,J. Nguyen,,data_generator,2025-04-03
EVT-01048,TRP-011,ST-010,2024-25,2025-04-08 00:00,2025-04-10 00:00,EVS (CO2-baited),Successful,Valid,K. Wallace,,data_generator,2025-04-10
EVT-01049,TRP-011,ST-010,2024-25,2025-04-15 00:00,2025-04-17 00:00,EVS (CO2-baited),Successful,Valid,M. Ahmed,,data_generator,2025-04-17
EVT-01050,TRP-011,ST-010,2024-25,2025-04-22 00:00,2025-04-24 00:00,EVS (CO2-baited),Successful,Valid,K. Wallace,,data_generator,2025-04-24
EVT-01051,TRP-012,ST-011,2024-25,2024-10-01 00:00,2024-10-03 00:00,EVS (CO2-baited),Successful,Valid,J. Nguyen,,data_generator,2024-10-03
EVT-01052,TRP-012,ST-011,2024-25,2024-10-08 00:00,2024-10-10 00:00,EVS (CO2-baited),Successful,Valid,R. Patel,,data_generator,2024-10-10
EVT-01053,TRP-012,ST-011,2024-25,2024-10-15 00:00,2024-10-17 00:00,EVS (CO2-baited),Successful,Valid,J. Nguyen,,data_generator,2024-10-17
EVT-01054,TRP-012,ST-011,2024-25,2024-10-22 00:00,2024-10-24 00:00,EVS (CO2-baited),Successful,Valid,T. Singh,,data_generator,2024-10-24
EVT-01055,TRP-012,ST-011,2024-25,2024-10-29 00:00,2024-10-31 00:00,EVS (CO2-baited),Successful,Valid,T. Singh,,data_generator,2024-10-31
EVT-01056,TRP-012,ST-011,2024-25,2024-11-05 00:00,2024-11-07 00:00,EVS (CO2-baited),Successful,Valid,S. O'Connell,,data_generator,2024-11-07
EVT-01057,TRP-012,ST-011,2024-25,2024-11-12 00:00,2024-11-14 00:00,EVS (CO2-baited),Successful,Valid,K. Wallace,,data_generator,2024-11-14
EVT-01058,TRP-012,ST-011,2024-25,2024-11-19 00:00,2024-11-21 00:00,EVS (CO2-baited),Partial,Valid,R. Patel,,data_generator,2024-11-21
EVT-01059,TRP-012,ST-011,2024-25,2024-11-26 00:00,2024-11-28 00:00,EVS (CO2-baited),Successful,Valid,R. Patel,,data_generator,2024-11-28
EVT-01060,TRP-012,ST-011,2024-25,2024-12-03 00:00,2024-12-05 00:00,EVS (CO2-baited),Successful,Valid,J. Nguyen,,data_generator,2024-12-05
EVT-01061,TRP-012,ST-011,2024-25,2024-12-10 00:00,2024-12-12 00:00,EVS (CO2-baited),Successful,Valid,T. Singh,,data_generator,2024-12-12
EVT-01062,TRP-012,ST-011,2024-25,2024-12-17 00:00,2024-12-19 00:00,EVS (CO2-baited),Successful,Valid,R. Patel,,data_generator,2024-12-19
EVT-01063,TRP-012,ST-011,2024-25,2024-12-24 00:00,2024-12-26 00:00,EVS (CO2-baited),Successful,Valid,T. Singh,,data_generator,2024-12-26
EVT-01064,TRP-012,ST-011,2024-25,2024-12-31 00:00,2025-01-02 00:00,EVS (CO2-baited),Successful,Valid,J. Nguyen,,data_generator,2025-01-02
EVT-01065,TRP-012,ST-011,2024-25,2025-01-07 00:00,2025-01-09 00:00,EVS (CO2-baited),Successful,Valid,M. Ahmed,,data_generator,2025-01-09
EVT-01066,TRP-012,ST-011,2024-25,2025-01-14 00:00,2025-01-16 00:00,EVS (CO2-baited),Successful,Valid,M. Ahmed,,data_generator,2025-01-16
EVT-01067,TRP-012,ST-011,2024-25,2025-01-21 00:00,2025-01-23 00:00,EVS (CO2-baited),Successful,Valid,J. Nguyen,,data_generator,2025-01-23
EVT-01068,TRP-012,ST-011,2024-25,2025-01-28 00:00,2025-01-30 00:00,EVS (CO2-baited),Successful,Valid,J. Nguyen,,data_generator,2025-01-30
EVT-01069,TRP-012,ST-011,2024-25,2025-02-04 00:00,2025-02-06 00:00,EVS (CO2-baited),Successful,Valid,M. Ahmed,,data_generator,2025-02-06
EVT-01070,TRP-012,ST-011,2024-25,2025-02-11 00:00,2025-02-13 00:00,EVS (CO2-baited),Missing,N/A,S. O'Connell,,data_generator,2025-02-13
EVT-01071,TRP-012,ST-011,2024-25,2025-02-18 00:00,2025-02-20 00:00,EVS (CO2-baited),Successful,Valid,T. Singh,,data_generator,2025-02-20
EVT-01072,TRP-012,ST-011,2024-25,2025-02-25 00:00,2025-02-27 00:00,EVS (CO2-baited),Successful,Valid,J. Nguyen,,data_generator,2025-02-27
EVT-01073,TRP-012,ST-011,2024-25,2025-03-04 00:00,2025-03-06 00:00,EVS (CO2-baited),Successful,Valid,M. Ahmed,,data_generator,2025-03-06
EVT-01074,TRP-012,ST-011,2024-25,2025-03-11 00:00,2025-03-13 00:00,EVS (CO2-baited),Successful,Valid,K. Wallace,,data_generator,2025-03-13
EVT-01075,TRP-012,ST-011,2024-25,2025-03-18 00:00,2025-03-20 00:00,EVS (CO2-baited),Successful,Valid,R. Patel,,data_generator,2025-03-20
EVT-01076,TRP-012,ST-011,2024-25,2025-03-25 00:00,2025-03-27 00:00,EVS (CO2-baited),Successful,Valid,J. Nguyen,,data_generator,2025-03-27
EVT-01077,TRP-012,ST-011,2024-25,2025-04-01 00:00,2025-04-03 00:00,EVS (CO2-baited),Successful,Valid,S. O'Connell,,data_generator,2025-04-03
EVT-01078,TRP-012,ST-011,2024-25,2025-04-08 00:00,2025-04-10 00:00,EVS (CO2-baited),Successful,Valid,T. Singh,,data_generator,2025-04-10
EVT-01079,TRP-012,ST-011,2024-25,2025-04-15 00:00,2025-04-17 00:00,EVS (CO2-baited),Failed - Equipment/Battery,Invalid,T. Singh,,data_generator,2025-04-17
EVT-01080,TRP-012,ST-011,2024-25,2025-04-22 00:00,2025-04-24 00:00,EVS (CO2-baited),Successful,Valid,R. Patel,,data_generator,2025-04-24
EVT-01081,TRP-013,ST-012,2024-25,2024-10-01 00:00,2024-10-03 00:00,CDC Light Trap,Failed - Equipment/Battery,Invalid,M. Ahmed,,data_generator,2024-10-03
EVT-01082,TRP-013,ST-012,2024-25,2024-10-08 00:00,2024-10-10 00:00,CDC Light Trap,Successful,Valid,M. Ahmed,,data_generator,2024-10-10
EVT-01083,TRP-013,ST-012,2024-25,2024-10-15 00:00,2024-10-17 00:00,CDC Light Trap,Successful,Valid,S. O'Connell,,data_generator,2024-10-17
EVT-01084,TRP-013,ST-012,2024-25,2024-10-22 00:00,2024-10-24 00:00,CDC Light Trap,Successful,Valid,K. Wallace,,data_generator,2024-10-24
EVT-01085,TRP-013,ST-012,2024-25,2024-10-29 00:00,2024-10-31 00:00,CDC Light Trap,Successful,Valid,R. Patel,,data_generator,2024-10-31
EVT-01086,TRP-013,ST-012,2024-25,2024-11-05 00:00,2024-11-07 00:00,CDC Light Trap,Successful,Valid,J. Nguyen,,data_generator,2024-11-07
EVT-01087,TRP-013,ST-012,2024-25,2024-11-12 00:00,2024-11-14 00:00,CDC Light Trap,Missing,N/A,M. Ahmed,,data_generator,2024-11-14
EVT-01088,TRP-013,ST-012,2024-25,2024-11-19 00:00,2024-11-21 00:00,CDC Light Trap,Successful,Valid,S. O'Connell,,data_generator,2024-11-21
EVT-01089,TRP-013,ST-012,2024-25,2024-11-26 00:00,2024-11-28 00:00,CDC Light Trap,Successful,Valid,R. Patel,,data_generator,2024-11-28
EVT-01090,TRP-013,ST-012,2024-25,2024-12-03 00:00,2024-12-05 00:00,CDC Light Trap,Successful,Valid,T. Singh,,data_generator,2024-12-05
EVT-01091,TRP-013,ST-012,2024-25,2024-12-10 00:00,2024-12-12 00:00,CDC Light Trap,Successful,Valid,J. Nguyen,,data_generator,2024-12-12
EVT-01092,TRP-013,ST-012,2024-25,2024-12-17 00:00,2024-12-19 00:00,CDC Light Trap,Successful,Valid,K. Wallace,,data_generator,2024-12-19
EVT-01093,TRP-013,ST-012,2024-25,2024-12-24 00:00,2024-12-26 00:00,CDC Light Trap,Successful,Valid,M. Ahmed,,data_generator,2024-12-26
EVT-01094,TRP-013,ST-012,2024-25,2024-12-31 00:00,2025-01-02 00:00,CDC Light Trap,Successful,Valid,K. Wallace,,data_generator,2025-01-02
EVT-01095,TRP-013,ST-012,2024-25,2025-01-07 00:00,2025-01-09 00:00,CDC Light Trap,Successful,Valid,J. Nguyen,,data_generator,2025-01-09
EVT-01096,TRP-013,ST-012,2024-25,2025-01-14 00:00,2025-01-16 00:00,CDC Light Trap,Successful,Valid,S. O'Connell,,data_generator,2025-01-16
EVT-01097,TRP-013,ST-012,2024-25,2025-01-21 00:00,2025-01-23 00:00,CDC Light Trap,Successful,Valid,J. Nguyen,,data_generator,2025-01-23
EVT-01098,TRP-013,ST-012,2024-25,2025-01-28 00:00,2025-01-30 00:00,CDC Light Trap,Successful,Valid,R. Patel,,data_generator,2025-01-30
EVT-01099,TRP-013,ST-012,2024-25,2025-02-04 00:00,2025-02-06 00:00,CDC Light Trap,Successful,Valid,J. Nguyen,,data_generator,2025-02-06
EVT-01100,TRP-013,ST-012,2024-25,2025-02-11 00:00,2025-02-13 00:00,CDC Light Trap,Failed - Equipment/Battery,Invalid,J. Nguyen,,data_generator,2025-02-13
EVT-01101,TRP-013,ST-012,2024-25,2025-02-18 00:00,2025-02-20 00:00,CDC Light Trap,Successful,Valid,M. Ahmed,,data_generator,2025-02-20
EVT-01102,TRP-013,ST-012,2024-25,2025-02-25 00:00,2025-02-27 00:00,CDC Light Trap,Successful,Valid,M. Ahmed,,data_generator,2025-02-27
EVT-01103,TRP-013,ST-012,2024-25,2025-03-04 00:00,2025-03-06 00:00,CDC Light Trap,Successful,Valid,S. O'Connell,,data_generator,2025-03-06
EVT-01104,TRP-013,ST-012,2024-25,2025-03-11 00:00,2025-03-13 00:00,CDC Light Trap,Successful,Valid,R. Patel,,data_generator,2025-03-13
EVT-01105,TRP-013,ST-012,2024-25,2025-03-18 00:00,2025-03-20 00:00,CDC Light Trap,Successful,Valid,T. Singh,,data_generator,2025-03-20
EVT-01106,TRP-013,ST-012,2024-25,2025-03-25 00:00,2025-03-27 00:00,CDC Light Trap,Successful,Valid,M. Ahmed,,data_generator,2025-03-27
EVT-01107,TRP-013,ST-012,2024-25,2025-04-01 00:00,2025-04-03 00:00,CDC Light Trap,Successful,Valid,K. Wallace,,data_generator,2025-04-03
EVT-01108,TRP-013,ST-012,2024-25,2025-04-08 00:00,2025-04-10 00:00,CDC Light Trap,Successful,Valid,T. Singh,,data_generator,2025-04-10
EVT-01109,TRP-013,ST-012,2024-25,2025-04-15 00:00,2025-04-17 00:00,CDC Light Trap,Successful,Valid,S. O'Connell,,data_generator,2025-04-17
EVT-01110,TRP-013,ST-012,2024-25,2025-04-22 00:00,2025-04-24 00:00,CDC Light Trap,Failed - Equipment/Battery,Invalid,T. Singh,,data_generator,2025-04-24
EVT-01111,TRP-014,ST-013,2024-25,2024-10-01 00:00,2024-10-03 00:00,Gravid Trap,Successful,Valid,R. Patel,,data_generator,2024-10-03
EVT-01112,TRP-014,ST-013,2024-25,2024-10-08 00:00,2024-10-10 00:00,Gravid Trap,Missing,N/A,J. Nguyen,,data_generator,2024-10-10
EVT-01113,TRP-014,ST-013,2024-25,2024-10-15 00:00,2024-10-17 00:00,Gravid Trap,Successful,Valid,M. Ahmed,,data_generator,2024-10-17
EVT-01114,TRP-014,ST-013,2024-25,2024-10-22 00:00,2024-10-24 00:00,Gravid Trap,Successful,Valid,J. Nguyen,,data_generator,2024-10-24
EVT-01115,TRP-014,ST-013,2024-25,2024-10-29 00:00,2024-10-31 00:00,Gravid Trap,Successful,Valid,S. O'Connell,,data_generator,2024-10-31
EVT-01116,TRP-014,ST-013,2024-25,2024-11-05 00:00,2024-11-07 00:00,Gravid Trap,Successful,Valid,M. Ahmed,,data_generator,2024-11-07
EVT-01117,TRP-014,ST-013,2024-25,2024-11-12 00:00,2024-11-14 00:00,Gravid Trap,Successful,Valid,T. Singh,,data_generator,2024-11-14
EVT-01118,TRP-014,ST-013,2024-25,2024-11-19 00:00,2024-11-21 00:00,Gravid Trap,Successful,Valid,S. O'Connell,,data_generator,2024-11-21
EVT-01119,TRP-014,ST-013,2024-25,2024-11-26 00:00,2024-11-28 00:00,Gravid Trap,Successful,Valid,J. Nguyen,,data_generator,2024-11-28
EVT-01120,TRP-014,ST-013,2024-25,2024-12-03 00:00,2024-12-05 00:00,Gravid Trap,Successful,Valid,J. Nguyen,,data_generator,2024-12-05
EVT-01121,TRP-014,ST-013,2024-25,2024-12-10 00:00,2024-12-12 00:00,Gravid Trap,Successful,Valid,K. Wallace,,data_generator,2024-12-12
EVT-01122,TRP-014,ST-013,2024-25,2024-12-17 00:00,2024-12-19 00:00,Gravid Trap,Successful,Valid,S. O'Connell,,data_generator,2024-12-19
EVT-01123,TRP-014,ST-013,2024-25,2024-12-24 00:00,2024-12-26 00:00,Gravid Trap,Successful,Valid,S. O'Connell,,data_generator,2024-12-26
EVT-01124,TRP-014,ST-013,2024-25,2024-12-31 00:00,2025-01-02 00:00,Gravid Trap,Successful,Valid,K. Wallace,,data_generator,2025-01-02
EVT-01125,TRP-014,ST-013,2024-25,2025-01-07 00:00,2025-01-09 00:00,Gravid Trap,Successful,Valid,M. Ahmed,,data_generator,2025-01-09
EVT-01126,TRP-014,ST-013,2024-25,2025-01-14 00:00,2025-01-16 00:00,Gravid Trap,Successful,Valid,M. Ahmed,,data_generator,2025-01-16
EVT-01127,TRP-014,ST-013,2024-25,2025-01-21 00:00,2025-01-23 00:00,Gravid Trap,Successful,Valid,J. Nguyen,,data_generator,2025-01-23
EVT-01128,TRP-014,ST-013,2024-25,2025-01-28 00:00,2025-01-30 00:00,Gravid Trap,Successful,Valid,T. Singh,,data_generator,2025-01-30
EVT-01129,TRP-014,ST-013,2024-25,2025-02-04 00:00,2025-02-06 00:00,Gravid Trap,Successful,Valid,T. Singh,,data_generator,2025-02-06
EVT-01130,TRP-014,ST-013,2024-25,2025-02-11 00:00,2025-02-13 00:00,Gravid Trap,Successful,Valid,K. Wallace,,data_generator,2025-02-13
EVT-01131,TRP-014,ST-013,2024-25,2025-02-18 00:00,2025-02-20 00:00,Gravid Trap,Successful,Valid,S. O'Connell,,data_generator,2025-02-20
EVT-01132,TRP-014,ST-013,2024-25,2025-02-25 00:00,2025-02-27 00:00,Gravid Trap,Successful,Valid,J. Nguyen,,data_generator,2025-02-27
EVT-01133,TRP-014,ST-013,2024-25,2025-03-04 00:00,2025-03-06 00:00,Gravid Trap,Failed - Equipment/Battery,Invalid,J. Nguyen,,data_generator,2025-03-06
EVT-01134,TRP-014,ST-013,2024-25,2025-03-11 00:00,2025-03-13 00:00,Gravid Trap,Successful,Valid,J. Nguyen,,data_generator,2025-03-13
EVT-01135,TRP-014,ST-013,2024-25,2025-03-18 00:00,2025-03-20 00:00,Gravid Trap,Successful,Valid,T. Singh,,data_generator,2025-03-20
EVT-01136,TRP-014,ST-013,2024-25,2025-03-25 00:00,2025-03-27 00:00,Gravid Trap,Partial,Valid,J. Nguyen,,data_generator,2025-03-27
EVT-01137,TRP-014,ST-013,2024-25,2025-04-01 00:00,2025-04-03 00:00,Gravid Trap,Successful,Valid,S. O'Connell,,data_generator,2025-04-03
EVT-01138,TRP-014,ST-013,2024-25,2025-04-08 00:00,2025-04-10 00:00,Gravid Trap,Successful,Valid,T. Singh,,data_generator,2025-04-10
EVT-01139,TRP-014,ST-013,2024-25,2025-04-15 00:00,2025-04-17 00:00,Gravid Trap,Successful,Valid,R. Patel,,data_generator,2025-04-17
