Result_ID,Event_ID,Species_Code,Number_Collected,Notes
RES-003453,EVT-01310,AEDNOT,1,
RES-003454,EVT-01310,AEDVIG,1,
RES-003455,EVT-01310,CULANN,2,
RES-003456,EVT-01310,CULQUI,2,
RES-003457,EVT-01311,AEDVIG,1,
RES-003458,EVT-01311,AEDCAM,1,
RES-003459,EVT-01311,CULANN,6,
RES-003460,EVT-01311,CULQUI,1,
RES-003461,EVT-01311,ANOANN,1,
RES-003462,EVT-01312,AEDVIG,2,
RES-003463,EVT-01312,CULANN,1,
RES-003464,EVT-01312,CULQUI,2,
RES-003465,EVT-01314,AEDNOT,1,
RES-003466,EVT-01314,AEDVIG,1,
RES-003467,EVT-01314,AEDCAM,3,
RES-003468,EVT-01314,CULANN,3,
RES-003469,EVT-01315,AEDNOT,1,
RES-003470,EVT-01315,AEDVIG,2,
RES-003471,EVT-01315,CULANN,2,
RES-003472,EVT-01315,ANOANN,1,
RES-003473,EVT-01316,CULANN,5,
RES-003474,EVT-01317,AEDCAM,2,
RES-003475,EVT-01318,AEDNOT,1,
RES-003476,EVT-01318,CULANN,1,
RES-003477,EVT-01319,CULANN,2,
RES-003478,EVT-01319,CULQUI,1,
RES-003479,EVT-01320,AEDCAM,1,
RES-003480,EVT-01320,CULANN,1,
RES-003481,EVT-01322,CULANN,1,
RES-003482,EVT-01323,CULANN,1,
RES-003483,EVT-01325,AEDNOT,1,
RES-003484,EVT-01325,CULANN,2,
RES-003485,EVT-01326,AEDVIG,4,
RES-003486,EVT-01326,CULANN,5,
RES-003487,EVT-01327,CULANN,4,
RES-003488,EVT-01328,AEDNOT,1,
RES-003489,EVT-01328,AEDVIG,3,
RES-003490,EVT-01328,AEDCAM,1,
RES-003491,EVT-01328,CULANN,5,
RES-003492,EVT-01329,AEDVIG,3,
RES-003493,EVT-01329,CULANN,2,
RES-003494,EVT-01329,CULQUI,1,
RES-003495,EVT-01330,AEDVIG,3,
RES-003496,EVT-01330,CULANN,2,
RES-003497,EVT-01330,CULQUI,2,
RES-003498,EVT-01331,AEDNOT,1,
RES-003499,EVT-01331,AEDVIG,2,
RES-003500,EVT-01331,AEDCAM,1,
RES-003501,EVT-01331,CULANN,3,
RES-003502,EVT-01332,AEDNOT,3,
RES-003503,EVT-01332,AEDVIG,1,
RES-003504,EVT-01332,AEDCAM,1,
RES-003505,EVT-01332,CULANN,5,
RES-003506,EVT-01332,CULQUI,1,
RES-003507,EVT-01333,AEDVIG,1,
RES-003508,EVT-01333,AEDCAM,1,
RES-003509,EVT-01333,CULANN,3,
RES-003510,EVT-01333,CULQUI,1,
RES-003511,EVT-01334,AEDNOT,1,
RES-003512,EVT-01334,AEDVIG,3,
RES-003513,EVT-01334,AEDCAM,1,
RES-003514,EVT-01334,CULANN,4,
RES-003515,EVT-01334,CULQUI,1,
RES-003516,EVT-01335,AEDNOT,1,
RES-003517,EVT-01335,AEDVIG,1,
RES-003518,EVT-01335,CULANN,2,
RES-003519,EVT-01335,CULQUI,1,
RES-003520,EVT-01336,AEDNOT,1,
RES-003521,EVT-01336,AEDVIG,1,
RES-003522,EVT-01336,AEDCAM,3,
RES-003523,EVT-01336,CULANN,3,
RES-003524,EVT-01337,CULANN,2,
RES-003525,EVT-01338,AEDNOT,1,
RES-003526,EVT-01338,CULANN,2,
RES-003527,EVT-01338,CULQUI,1,
RES-003528,EVT-01340,AEDVIG,1,
RES-003529,EVT-01340,CULANN,4,
RES-003530,EVT-01341,AEDVIG,3,
RES-003531,EVT-01341,CULANN,5,
RES-003532,EVT-01341,CULQUI,2,
RES-003533,EVT-01342,AEDNOT,1,
RES-003534,EVT-01342,CULANN,5,
RES-003535,EVT-01342,CULQUI,1,
RES-003536,EVT-01343,AEDNOT,1,
RES-003537,EVT-01343,AEDVIG,1,
RES-003538,EVT-01343,CULANN,1,
RES-003539,EVT-01343,CULQUI,1,
RES-003540,EVT-01344,AEDNOT,1,
RES-003541,EVT-01344,AEDVIG,3,
RES-003542,EVT-01344,CULANN,4,
RES-003543,EVT-01345,AEDVIG,1,
RES-003544,EVT-01345,CULANN,1,
RES-003545,EVT-01346,AEDVIG,1,
RES-003546,EVT-01346,AEDCAM,1,
RES-003547,EVT-01346,CULANN,4,
RES-003548,EVT-01347,AEDVIG,1,
RES-003549,EVT-01347,AEDCAM,1,
RES-003550,EVT-01347,CULANN,1,
RES-003551,EVT-01348,AEDNOT,1,
RES-003552,EVT-01348,AEDVIG,1,
RES-003553,EVT-01348,CULANN,3,
RES-003554,EVT-01349,AEDVIG,1,
RES-003555,EVT-01351,CULQUI,1,
RES-003556,EVT-01352,CULQUI,1,
RES-003557,EVT-01353,AEDVIG,1,
RES-003558,EVT-01353,CULANN,1,
RES-003559,EVT-01353,CULQUI,1,
RES-003560,EVT-01354,AEDCAM,1,
RES-003561,EVT-01354,CULANN,7,
RES-003562,EVT-01354,ANOANN,2,
RES-003563,EVT-01355,AEDNOT,2,
RES-003564,EVT-01355,AEDVIG,1,
RES-003565,EVT-01355,CULQUI,1,
RES-003566,EVT-01356,AEDNOT,1,
RES-003567,EVT-01356,AEDVIG,1,
RES-003568,EVT-01356,CULANN,8,
RES-003569,EVT-01356,CULQUI,1,
RES-003570,EVT-01357,AEDVIG,5,
RES-003571,EVT-01357,AEDCAM,1,
RES-003572,EVT-01357,CULANN,6,
RES-003573,EVT-01357,CULQUI,1,
RES-003574,EVT-01357,ANOANN,1,
RES-003575,EVT-01358,AEDNOT,3,
RES-003576,EVT-01358,AEDVIG,1,
RES-003577,EVT-01358,AEDCAM,2,
RES-003578,EVT-01358,CULANN,8,
RES-003579,EVT-01358,CULQUI,3,
RES-003580,EVT-01358,ANOANN,1,
RES-003581,EVT-01359,AEDNOT,1,
RES-003582,EVT-01359,AEDVIG,5,
RES-003583,EVT-01359,AEDCAM,2,
RES-003584,EVT-01359,CULANN,12,
RES-003585,EVT-01359,CULQUI,2,
RES-003586,EVT-01359,ANOANN,1,
RES-003587,EVT-01360,AEDNOT,2,
RES-003588,EVT-01360,AEDVIG,3,
RES-003589,EVT-01360,AEDCAM,3,
RES-003590,EVT-01360,CULANN,14,
RES-003591,EVT-01360,CULQUI,1,
RES-003592,EVT-01362,AEDNOT,1,
RES-003593,EVT-01362,AEDVIG,5,
RES-003594,EVT-01362,AEDCAM,2,
RES-003595,EVT-01362,CULANN,4,
RES-003596,EVT-01362,CULQUI,3,
RES-003597,EVT-01363,AEDNOT,3,
RES-003598,EVT-01363,AEDVIG,6,
RES-003599,EVT-01363,AEDCAM,1,
RES-003600,EVT-01363,CULANN,9,
RES-003601,EVT-01363,CULQUI,1,
RES-003602,EVT-01363,ANOANN,2,
RES-003603,EVT-01364,AEDNOT,5,
RES-003604,EVT-01364,AEDVIG,7,
RES-003605,EVT-01364,AEDCAM,3,
RES-003606,EVT-01364,CULANN,12,
RES-003607,EVT-01364,CULQUI,1,
RES-003608,EVT-01365,AEDNOT,1,
RES-003609,EVT-01365,AEDCAM,3,
RES-003610,EVT-01365,CULANN,10,
RES-003611,EVT-01365,CULQUI,3,
RES-003612,EVT-01366,AEDNOT,1,
RES-003613,EVT-01366,AEDVIG,2,
RES-003614,EVT-01366,AEDCAM,2,
RES-003615,EVT-01366,CULANN,8,
RES-003616,EVT-01366,CULQUI,1,
RES-003617,EVT-01366,ANOANN,1,
RES-003618,EVT-01367,AEDNOT,1,
RES-003619,EVT-01367,AEDVIG,7,
RES-003620,EVT-01367,AEDCAM,3,
RES-003621,EVT-01367,CULANN,15,
RES-003622,EVT-01367,CULQUI,1,
RES-003623,EVT-01368,AEDNOT,4,
RES-003624,EVT-01368,AEDVIG,9,
RES-003625,EVT-01368,AEDCAM,6,
RES-003626,EVT-01368,CULANN,9,
RES-003627,EVT-01368,CULQUI,2,
RES-003628,EVT-01368,ANOANN,1,
RES-003629,EVT-01369,AEDNOT,2,
RES-003630,EVT-01369,AEDVIG,6,
RES-003631,EVT-01369,CULANN,11,
RES-003632,EVT-01369,CULQUI,1,
RES-003633,EVT-01370,AEDNOT,1,
RES-003634,EVT-01370,AEDVIG,5,
RES-003635,EVT-01370,AEDCAM,3,
RES-003636,EVT-01370,CULANN,16,
RES-003637,EVT-01370,CULQUI,1,
RES-003638,EVT-01371,AEDNOT,1,
RES-003639,EVT-01371,AEDVIG,6,
RES-003640,EVT-01371,AEDCAM,1,
RES-003641,EVT-01371,CULANN,6,
RES-003642,EVT-01371,CULQUI,3,
RES-003643,EVT-01372,AEDNOT,3,
RES-003644,EVT-01372,AEDVIG,5,
RES-003645,EVT-01372,CULANN,9,
RES-003646,EVT-01372,CULQUI,4,
RES-003647,EVT-01373,AEDNOT,1,
RES-003648,EVT-01373,AEDVIG,4,
RES-003649,EVT-01373,AEDCAM,1,
RES-003650,EVT-01373,CULANN,7,
RES-003651,EVT-01373,CULQUI,2,
RES-003652,EVT-01373,ANOANN,1,
RES-003653,EVT-01374,AEDVIG,6,
RES-003654,EVT-01374,AEDCAM,3,
RES-003655,EVT-01374,CULANN,10,
RES-003656,EVT-01374,CULQUI,2,
RES-003657,EVT-01375,AEDVIG,4,
RES-003658,EVT-01375,CULANN,7,
RES-003659,EVT-01375,ANOANN,1,
RES-003660,EVT-01376,AEDNOT,1,
RES-003661,EVT-01376,AEDVIG,1,
RES-003662,EVT-01376,CULANN,9,
RES-003663,EVT-01376,CULQUI,1,
RES-003664,EVT-01377,AEDVIG,2,
RES-003665,EVT-01377,CULANN,5,
RES-003666,EVT-01378,AEDNOT,1,
RES-003667,EVT-01378,AEDVIG,1,
RES-003668,EVT-01378,AEDCAM,1,
RES-003669,EVT-01378,CULANN,3,
RES-003670,EVT-01379,AEDNOT,1,
RES-003671,EVT-01379,AEDVIG,1,
RES-003672,EVT-01380,CULANN,2,
RES-003673,EVT-01380,CULQUI,1,
RES-003674,EVT-01383,AEDNOT,1,
RES-003675,EVT-01383,CULANN,2,
RES-003676,EVT-01385,AEDNOT,1,
RES-003677,EVT-01385,AEDVIG,2,
RES-003678,EVT-01385,CULANN,3,
RES-003679,EVT-01386,AEDVIG,1,
RES-003680,EVT-01386,CULANN,2,
RES-003681,EVT-01386,CULQUI,1,
RES-003682,EVT-01388,AEDNOT,1,
RES-003683,EVT-01388,AEDVIG,1,
RES-003684,EVT-01388,AEDCAM,1,
RES-003685,EVT-01388,CULANN,2,
RES-003686,EVT-01388,CULQUI,2,
RES-003687,EVT-01389,AEDVIG,1,
RES-003688,EVT-01389,CULANN,3,
RES-003689,EVT-01390,AEDVIG,3,
RES-003690,EVT-01390,CULANN,5,
RES-003691,EVT-01390,CULQUI,1,
RES-003692,EVT-01391,AEDVIG,1,
RES-003693,EVT-01391,CULANN,1,
RES-003694,EVT-01392,AEDVIG,2,
RES-003695,EVT-01392,CULANN,4,
RES-003696,EVT-01392,CULQUI,1,
RES-003697,EVT-01393,AEDNOT,1,
RES-003698,EVT-01393,CULANN,2,
RES-003699,EVT-01394,AEDNOT,2,
RES-003700,EVT-01394,AEDVIG,4,
RES-003701,EVT-01394,AEDCAM,1,
RES-003702,EVT-01394,CULANN,3,
RES-003703,EVT-01394,CULQUI,2,
RES-003704,EVT-01395,AEDVIG,1,
RES-003705,EVT-01395,AEDCAM,2,
RES-003706,EVT-01395,CULANN,6,
RES-003707,EVT-01395,CULQUI,1,
RES-003708,EVT-01395,ANOANN,1,
RES-003709,EVT-01396,AEDNOT,1,
RES-003710,EVT-01396,AEDVIG,2,
RES-003711,EVT-01396,CULANN,6,
RES-003712,EVT-01396,ANOANN,1,
RES-003713,EVT-01397,AEDNOT,1,
RES-003714,EVT-01397,AEDVIG,4,
RES-003715,EVT-01397,AEDCAM,1,
RES-003716,EVT-01397,CULANN,6,
RES-003717,EVT-01397,CULQUI,3,
RES-003718,EVT-01398,AEDNOT,1,
RES-003719,EVT-01398,AEDVIG,3,
RES-003720,EVT-01398,CULANN,6,
RES-003721,EVT-01398,CULQUI,2,
RES-003722,EVT-01399,AEDVIG,1,
RES-003723,EVT-01399,AEDCAM,1,
RES-003724,EVT-01399,CULANN,4,
RES-003725,EVT-01399,CULQUI,1,
RES-003726,EVT-01399,ANOANN,1,
RES-003727,EVT-01400,AEDVIG,1,
RES-003728,EVT-01400,CULANN,2,
RES-003729,EVT-01400,CULQUI,1,
RES-003730,EVT-01401,AEDVIG,1,
RES-003731,EVT-01401,CULANN,3,
RES-003732,EVT-01402,AEDCAM,1,
RES-003733,EVT-01402,CULANN,2,
RES-003734,EVT-01403,CULANN,1,
RES-003735,EVT-01404,AEDNOT,2,
RES-003736,EVT-01404,AEDVIG,1,
RES-003737,EVT-01404,CULANN,4,
RES-003738,EVT-01405,AEDVIG,1,
RES-003739,EVT-01405,AEDCAM,1,
RES-003740,EVT-01405,CULANN,5,
RES-003741,EVT-01405,CULQUI,2,
RES-003742,EVT-01406,CULANN,3,
RES-003743,EVT-01406,CULQUI,1,
RES-003744,EVT-01407,AEDNOT,1,
RES-003745,EVT-01409,AEDNOT,1,
RES-003746,EVT-01409,AEDCAM,1,
RES-003747,EVT-01409,ANOANN,1,
RES-003748,EVT-01410,CULANN,1,
RES-003749,EVT-01412,AEDNOT,1,
RES-003750,EVT-01414,AEDVIG,2,
RES-003751,EVT-01414,CULANN,1,
RES-003752,EVT-01414,CULQUI,1,
RES-003753,EVT-01414,ANOANN,1,
RES-003754,EVT-01415,AEDNOT,2,
RES-003755,EVT-01415,AEDVIG,1,
RES-003756,EVT-01415,AEDCAM,1,
RES-003757,EVT-01415,CULANN,2,
RES-003758,EVT-01416,CULANN,4,
RES-003759,EVT-01417,AEDNOT,1,
RES-003760,EVT-01417,CULANN,1,
RES-003761,EVT-01417,CULQUI,1,
RES-003762,EVT-01417,ANOANN,1,
RES-003763,EVT-01418,AEDNOT,1,
RES-003764,EVT-01418,AEDVIG,1,
RES-003765,EVT-01418,AEDCAM,1,
RES-003766,EVT-01418,CULANN,3,
RES-003767,EVT-01418,CULQUI,1,
RES-003768,EVT-01419,AEDNOT,3,
RES-003769,EVT-01419,AEDVIG,2,
RES-003770,EVT-01419,CULANN,4,
RES-003771,EVT-01419,CULQUI,1,
RES-003772,EVT-01419,ANOANN,1,
RES-003773,EVT-01420,CULANN,2,
RES-003774,EVT-01421,AEDNOT,1,
RES-003775,EVT-01421,AEDVIG,3,
RES-003776,EVT-01421,CULANN,1,
RES-003777,EVT-01421,CULQUI,1,
RES-003778,EVT-01421,ANOANN,1,
RES-003779,EVT-01422,AEDNOT,2,
RES-003780,EVT-01422,AEDVIG,1,
RES-003781,EVT-01422,CULANN,2,
RES-003782,EVT-01423,AEDNOT,1,
RES-003783,EVT-01423,AEDCAM,3,
RES-003784,EVT-01423,CULANN,2,
RES-003785,EVT-01423,CULQUI,1,
RES-003786,EVT-01424,AEDNOT,2,
RES-003787,EVT-01424,AEDVIG,1,
RES-003788,EVT-01424,AEDCAM,2,
RES-003789,EVT-01424,CULANN,2,
RES-003790,EVT-01424,CULQUI,2,
RES-003791,EVT-01425,CULANN,6,
RES-003792,EVT-01425,CULQUI,4,
RES-003793,EVT-01425,ANOANN,1,
RES-003794,EVT-01426,AEDNOT,2,
RES-003795,EVT-01426,AEDVIG,1,
RES-003796,EVT-01426,AEDCAM,1,
RES-003797,EVT-01426,CULANN,2,
RES-003798,EVT-01426,CULQUI,1,
RES-003799,EVT-01426,ANOANN,1,
RES-003800,EVT-01427,AEDVIG,1,
RES-003801,EVT-01427,CULANN,2,
RES-003802,EVT-01428,AEDVIG,1,
RES-003803,EVT-01428,CULANN,3,
RES-003804,EVT-01428,CULQUI,1,
RES-003805,EVT-01428,ANOANN,1,
RES-003806,EVT-01431,AEDNOT,1,
RES-003807,EVT-01431,AEDVIG,1,
RES-003808,EVT-01431,AEDCAM,1,
RES-003809,EVT-01431,CULANN,8,
RES-003810,EVT-01431,CULQUI,1,
RES-003811,EVT-01432,AEDNOT,3,
RES-003812,EVT-01432,CULANN,1,
RES-003813,EVT-01433,AEDNOT,1,
RES-003814,EVT-01433,AEDVIG,4,
RES-003815,EVT-01433,AEDCAM,1,
RES-003816,EVT-01433,CULANN,2,
RES-003817,EVT-01434,AEDNOT,1,
RES-003818,EVT-01434,AEDVIG,3,
RES-003819,EVT-01434,CULANN,5,
RES-003820,EVT-01436,AEDCAM,1,
RES-003821,EVT-01436,CULANN,2,
RES-003822,EVT-01436,CULQUI,2,
RES-003823,EVT-01438,CULANN,3,
RES-003824,EVT-01438,CULQUI,2,
RES-003825,EVT-01439,AEDNOT,1,
RES-003826,EVT-01442,CULANN,1,
RES-003827,EVT-01443,CULANN,2,
RES-003828,EVT-01444,AEDNOT,1,
RES-003829,EVT-01444,CULANN,3,
RES-003830,EVT-01444,CULQUI,1,
RES-003831,EVT-01445,AEDVIG,1,
RES-003832,EVT-01445,CULANN,1,
RES-003833,EVT-01447,AEDNOT,1,
RES-003834,EVT-01447,AEDVIG,1,
RES-003835,EVT-01448,AEDVIG,2,
RES-003836,EVT-01448,AEDCAM,1,
RES-003837,EVT-01448,CULANN,4,
RES-003838,EVT-01449,AEDVIG,1,
RES-003839,EVT-01449,AEDCAM,1,
RES-003840,EVT-01449,CULANN,5,
RES-003841,EVT-01449,CULQUI,2,
RES-003842,EVT-01450,AEDCAM,1,
RES-003843,EVT-01450,CULANN,3,
RES-003844,EVT-01450,ANOANN,1,
RES-003845,EVT-01451,AEDCAM,1,
RES-003846,EVT-01451,CULANN,5,
RES-003847,EVT-01451,CULQUI,1,
RES-003848,EVT-01452,AEDVIG,1,
RES-003849,EVT-01452,CULANN,3,
RES-003850,EVT-01452,CULQUI,1,
RES-003851,EVT-01452,ANOANN,1,
RES-003852,EVT-01453,AEDNOT,1,
RES-003853,EVT-01453,AEDVIG,1,
RES-003854,EVT-01453,AEDCAM,1,
RES-003855,EVT-01453,CULANN,3,
RES-003856,EVT-01453,CULQUI,1,
RES-003857,EVT-01454,AEDNOT,1,
RES-003858,EVT-01454,AEDVIG,1,
RES-003859,EVT-01454,CULANN,5,
RES-003860,EVT-01454,ANOANN,1,
RES-003861,EVT-01455,AEDVIG,3,
RES-003862,EVT-01455,AEDCAM,1,
RES-003863,EVT-01455,CULANN,1,
RES-003864,EVT-01455,CULQUI,1,
RES-003865,EVT-01455,ANOANN,1,
RES-003866,EVT-01456,AEDNOT,3,
RES-003867,EVT-01456,AEDVIG,2,
RES-003868,EVT-01456,CULANN,9,
RES-003869,EVT-01456,CULQUI,2,
RES-003870,EVT-01456,ANOANN,1,
RES-003871,EVT-01457,AEDNOT,1,
RES-003872,EVT-01457,AEDVIG,2,
RES-003873,EVT-01457,AEDCAM,1,
RES-003874,EVT-01457,CULANN,6,
RES-003875,EVT-01458,CULANN,4,
RES-003876,EVT-01459,AEDVIG,1,
RES-003877,EVT-01459,AEDCAM,1,
RES-003878,EVT-01459,CULANN,1,
RES-003879,EVT-01460,AEDNOT,1,
RES-003880,EVT-01460,AEDVIG,4,
RES-003881,EVT-01460,CULANN,2,
RES-003882,EVT-01461,AEDNOT,1,
RES-003883,EVT-01461,AEDCAM,2,
RES-003884,EVT-01461,CULANN,2,
RES-003885,EVT-01462,AEDVIG,1,
RES-003886,EVT-01462,AEDCAM,2,
RES-003887,EVT-01462,CULANN,3,
RES-003888,EVT-01462,CULQUI,3,
RES-003889,EVT-01462,ANOANN,1,
RES-003890,EVT-01463,AEDCAM,1,
RES-003891,EVT-01463,CULANN,2,
RES-003892,EVT-01463,CULQUI,1,
RES-003893,EVT-01464,AEDNOT,2,
RES-003894,EVT-01464,AEDVIG,2,
RES-003895,EVT-01464,CULANN,1,
RES-003896,EVT-01464,CULQUI,1,
RES-003897,EVT-01464,ANOANN,2,
RES-003898,EVT-01465,AEDCAM,1,
RES-003899,EVT-01465,ANOANN,1,
RES-003900,EVT-01466,AEDVIG,2,
RES-003901,EVT-01466,CULANN,2,
RES-003902,EVT-01466,CULQUI,1,
RES-003903,EVT-01467,AEDNOT,1,
RES-003904,EVT-01467,AEDCAM,1,
RES-003905,EVT-01467,CULANN,1,
RES-003906,EVT-01467,CULQUI,1,
RES-003907,EVT-01468,AEDVIG,1,
RES-003908,EVT-01468,CULANN,1,
RES-003909,EVT-01468,CULQUI,1,
RES-003910,EVT-01473,AEDVIG,1,
RES-003911,EVT-01473,CULQUI,2,
RES-003912,EVT-01474,AEDVIG,1,
RES-003913,EVT-01474,CULQUI,1,
RES-003914,EVT-01475,AEDNOT,1,
RES-003915,EVT-01475,CULQUI,1,
RES-003916,EVT-01476,AEDNOT,1,
RES-003917,EVT-01476,AEDCAM,1,
RES-003918,EVT-01476,CULANN,2,
RES-003919,EVT-01477,CULANN,1,
RES-003920,EVT-01477,CULQUI,2,
RES-003921,EVT-01478,AEDNOT,1,
RES-003922,EVT-01478,CULANN,2,
RES-003923,EVT-01478,CULQUI,3,
RES-003924,EVT-01479,AEDNOT,1,
RES-003925,EVT-01479,AEDVIG,1,
RES-003926,EVT-01479,CULQUI,5,
RES-003927,EVT-01480,AEDNOT,1,
RES-003928,EVT-01480,AEDVIG,1,
RES-003929,EVT-01480,CULQUI,2,
RES-003930,EVT-01481,AEDNOT,1,
RES-003931,EVT-01481,CULQUI,3,
RES-003932,EVT-01482,AEDVIG,2,
RES-003933,EVT-01482,AEDCAM,1,
RES-003934,EVT-01482,CULANN,1,
RES-003935,EVT-01482,CULQUI,3,
RES-003936,EVT-01482,ANOANN,1,
RES-003937,EVT-01483,CULQUI,1,
RES-003938,EVT-01484,AEDNOT,2,
RES-003939,EVT-01484,AEDVIG,1,
RES-003940,EVT-01484,AEDCAM,2,
RES-003941,EVT-01484,CULANN,1,
RES-003942,EVT-01484,CULQUI,5,
RES-003943,EVT-01485,AEDNOT,2,
RES-003944,EVT-01485,AEDVIG,1,
RES-003945,EVT-01485,CULANN,1,
RES-003946,EVT-01485,CULQUI,2,
RES-003947,EVT-01485,ANOANN,1,
RES-003948,EVT-01486,AEDNOT,1,
RES-003949,EVT-01486,AEDVIG,2,
RES-003950,EVT-01486,CULANN,1,
RES-003951,EVT-01486,CULQUI,4,
RES-003952,EVT-01487,AEDNOT,2,
RES-003953,EVT-01487,AEDVIG,3,
RES-003954,EVT-01487,CULANN,1,
RES-003955,EVT-01487,CULQUI,1,
RES-003956,EVT-01487,ANOANN,1,
RES-003957,EVT-01488,AEDNOT,2,
RES-003958,EVT-01488,AEDVIG,2,
RES-003959,EVT-01488,AEDCAM,2,
RES-003960,EVT-01488,CULANN,3,
RES-003961,EVT-01488,CULQUI,2,
RES-003962,EVT-01489,AEDNOT,4,
RES-003963,EVT-01489,AEDVIG,2,
RES-003964,EVT-01489,CULANN,2,
RES-003965,EVT-01489,CULQUI,1,
RES-003966,EVT-01490,CULQUI,1,
RES-003967,EVT-01490,ANOANN,1,
RES-003968,EVT-01491,CULANN,2,
RES-003969,EVT-01492,AEDVIG,2,
RES-003970,EVT-01492,AEDCAM,1,
RES-003971,EVT-01492,CULQUI,3,
RES-003972,EVT-01493,AEDNOT,1,
RES-003973,EVT-01493,CULANN,1,
RES-003974,EVT-01493,CULQUI,1,
RES-003975,EVT-01494,AEDVIG,1,
RES-003976,EVT-01494,AEDCAM,2,
RES-003977,EVT-01494,CULANN,5,
RES-003978,EVT-01495,AEDNOT,2,
RES-003979,EVT-01495,CULANN,1,
RES-003980,EVT-01495,CULQUI,4,
RES-003981,EVT-01496,AEDNOT,1,
RES-003982,EVT-01496,AEDVIG,2,
RES-003983,EVT-01496,CULANN,1,
RES-003984,EVT-01496,CULQUI,1,
RES-003985,EVT-01497,CULANN,1,
RES-003986,EVT-01497,CULQUI,3,
RES-003987,EVT-01499,AEDNOT,1,
RES-003988,EVT-01499,AEDVIG,1,
RES-003989,EVT-01499,AEDCAM,1,
RES-003990,EVT-01500,CULQUI,1,
RES-003991,EVT-01500,ANOANN,1,
RES-003992,EVT-01502,AEDVIG,1,
RES-003993,EVT-01503,AEDVIG,1,
RES-003994,EVT-01503,AEDCAM,1,
RES-003995,EVT-01503,CULANN,1,
RES-003996,EVT-01504,AEDNOT,2,
RES-003997,EVT-01504,AEDVIG,4,
RES-003998,EVT-01504,AEDCAM,6,
RES-003999,EVT-01504,CULANN,5,
RES-004000,EVT-01504,ANOANN,1,
RES-004001,EVT-01505,AEDCAM,1,
RES-004002,EVT-01506,AEDNOT,2,
RES-004003,EVT-01506,AEDCAM,1,
RES-004004,EVT-01506,CULANN,1,
RES-004005,EVT-01507,AEDCAM,4,
RES-004006,EVT-01507,CULQUI,2,
RES-004007,EVT-01508,AEDVIG,2,
RES-004008,EVT-01508,AEDCAM,4,
RES-004009,EVT-01508,CULANN,3,
RES-004010,EVT-01508,CULQUI,1,
RES-004011,EVT-01508,ANOANN,2,
RES-004012,EVT-01509,AEDNOT,1,
RES-004013,EVT-01509,AEDCAM,3,
RES-004014,EVT-01509,CULANN,2,
RES-004015,EVT-01510,AEDNOT,1,
RES-004016,EVT-01510,AEDVIG,2,
RES-004017,EVT-01510,AEDCAM,1,
RES-004018,EVT-01510,CULANN,1,
RES-004019,EVT-01510,ANOANN,1,
RES-004020,EVT-01511,AEDNOT,1,
RES-004021,EVT-01511,AEDVIG,3,
RES-004022,EVT-01511,AEDCAM,2,
RES-004023,EVT-01511,ANOANN,1,
RES-004024,EVT-01512,AEDNOT,3,
RES-004025,EVT-01512,AEDCAM,3,
RES-004026,EVT-01512,CULANN,2,
RES-004027,EVT-01512,CULQUI,1,
RES-004028,EVT-01513,AEDNOT,3,
RES-004029,EVT-01513,AEDVIG,2,
RES-004030,EVT-01513,AEDCAM,2,
RES-004031,EVT-01513,CULANN,2,
RES-004032,EVT-01514,AEDNOT,1,
RES-004033,EVT-01514,AEDCAM,3,
RES-004034,EVT-01514,ANOANN,1,
RES-004035,EVT-01515,AEDVIG,4,
RES-004036,EVT-01515,AEDCAM,1,
RES-004037,EVT-01515,CULANN,1,
RES-004038,EVT-01516,AEDVIG,1,
RES-004039,EVT-01516,AEDCAM,2,
RES-004040,EVT-01516,CULANN,1,
RES-004041,EVT-01516,CULQUI,2,
RES-004042,EVT-01517,AEDNOT,1,
RES-004043,EVT-01517,AEDVIG,2,
RES-004044,EVT-01517,AEDCAM,4,
RES-004045,EVT-01517,CULQUI,1,
RES-004046,EVT-01517,ANOANN,1,
RES-004047,EVT-01518,AEDNOT,1,
RES-004048,EVT-01518,AEDCAM,6,
RES-004049,EVT-01518,CULANN,1,
RES-004050,EVT-01518,CULQUI,2,
RES-004051,EVT-01519,AEDNOT,1,
RES-004052,EVT-01519,AEDCAM,4,
RES-004053,EVT-01520,AEDNOT,2,
RES-004054,EVT-01520,AEDVIG,2,
RES-004055,EVT-01520,AEDCAM,4,
RES-004056,EVT-01520,CULANN,2,
RES-004057,EVT-01520,CULQUI,1,
RES-004058,EVT-01522,AEDNOT,2,
RES-004059,EVT-01522,AEDVIG,1,
RES-004060,EVT-01522,CULANN,1,
RES-004061,EVT-01523,AEDVIG,2,
RES-004062,EVT-01523,CULANN,1,
RES-004063,EVT-01523,CULQUI,1,
RES-004064,EVT-01523,ANOANN,1,
RES-004065,EVT-01524,AEDVIG,1,
RES-004066,EVT-01524,CULANN,1,
RES-004067,EVT-01524,CULQUI,2,
RES-004068,EVT-01525,AEDCAM,2,
RES-004069,EVT-01525,ANOANN,1,
RES-004070,EVT-01526,AEDNOT,2,
RES-004071,EVT-01526,AEDCAM,1,
RES-004072,EVT-01526,ANOANN,1,
RES-004073,EVT-01527,AEDVIG,3,
RES-004074,EVT-01527,AEDCAM,2,
RES-004075,EVT-01528,AEDNOT,1,
RES-004076,EVT-01528,AEDVIG,1,
RES-004077,EVT-01528,AEDCAM,1,
RES-004078,EVT-01529,AEDNOT,1,
RES-004079,EVT-01529,AEDVIG,1,
